	country	lineage	drug	strain	date	MDR
4172	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4940	13.4691601808	1
4173	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4304	3.30675581429	1
4174	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru5147	31.7783553196	1
4175	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru5007	4.012501041919999	1
4176	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4301	8.729761151169999	1
4177	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru5126	3.5173882856	1
4178	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru3413	5.05845400761	1
4179	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4323	4.69747175117	1
4180	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru5439	3.5173882856	1
4181	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4036	7.88830889952	0
4182	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4608	2.5627817567099997	1
4183	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4933	6.94764101898	1
4184	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4318	4.45898987766	1
4185	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru3430	8.58784561409	1
4186	Peru	lineage2	RIFAMPICIN/RIFABUTIN	SAMEA3558178	16.5045082561	0
4187	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4622	5.05845400761	1
4188	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4606	2.5627817567099997	1
4189	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4724	5.05845400761	1
4190	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru3025	8.587845614099999	1
4191	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru3328	35.4384595096	1
4192	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4898	13.4691601808	1
4193	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4998	31.7783553196	1
4194	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru3308	8.58784561409	1
4195	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru3282	17.977700704300002	1
4196	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru5118	2.33042301321	1
4197	Peru	lineage2	RIFAMPICIN/RIFABUTIN	SAMEA3558181	16.5045082561	0
4198	Peru	lineage2	RIFAMPICIN/RIFABUTIN	Peru4989	2.1544126901599996	1
4199	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95512918	2.05873803666	1
4200	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95493418	1.29569945793	1
4201	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95428168	2.1599055102099998	1
4202	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95533168	2.1550986450200003	1
4203	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95531668	2.04632187182	1
4204	South Africa	lineage2	FLUOROQUINOLONES	SAMN03648591	6.26083091028	1
4205	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95443168	1.63243586526	1
4206	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95413168	1.20857959005	1
4207	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95410918	1.34976274885	1
4208	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95434168	1.53008257162	1
4209	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95491918	2.1599055102099998	1
4210	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95425918	1.91292857287	1
4211	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95501668	1.24890477735	1
4212	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95527168	2.1550986450200003	1
4213	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95485168	1.29569945793	1
4214	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95520418	1.3670231791799998	1
4215	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95485918	1.29569945793	1
4216	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95411668	1.20857959005	1
4217	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95492668	1.29569945793	1
4218	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95515168	1.30441928989	1
4219	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95420668	1.91292857287	1
4220	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95412418	1.20857959005	1
4221	South Africa	lineage2	FLUOROQUINOLONES	SAMN03648631	4.59983495316	1
4222	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95482918	0.990931780686	1
4223	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95511418	2.05873803666	1
4224	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95437918	1.20857959005	1
4225	South Africa	lineage2	FLUOROQUINOLONES	SAMEA95510668	0.6685131851839999	1
4226	South Africa	lineage2	FLUOROQUINOLONES	SAMN03648978	6.26083091028	1
4227	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534807	38.962674560399996	1
4228	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2533427	10.1580858867	0
4229	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2533765	16.0011195604	0
4230	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2535215	4.30714625995	0
4231	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2535095	25.4258568169	0
4232	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2533720	5.74791867	1
4233	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2535355	9.25011743396	0
4234	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534424	10.6724113264	0
4235	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534540	25.4258568169	0
4236	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2535012	4.30714625995	0
4237	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534632	25.4258568169	0
4238	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534839	5.74791867	0
4239	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534660	14.9306102003	0
4240	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2533376	5.747918670009999	1
4241	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2533673	26.6188081068	0
4242	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534340	25.4258568169	0
4243	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534034	10.1580858867	0
4244	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534293	14.9306102003	0
4245	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2535186	5.747918670009999	0
4246	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2535225	10.1580858867	0
4247	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534521	5.18214925578	0
4248	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2535001	12.1549179803	0
4249	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534237	41.835537382800005	0
4250	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2535046	14.2453466716	1
4251	Sierra Leone	lineage4	STREPTOMYCIN	SAMEA2534435	10.6724113264	0
4252	China	lineage2	STREPTOMYCIN	SAMN01908757	6.56911949301	1
4253	China	lineage2	STREPTOMYCIN	SAMN01908755	18.9387405565	1
4254	China	lineage2	STREPTOMYCIN	SAMN01908751	6.7135829102999995	1
4255	China	lineage2	STREPTOMYCIN	SAMN01908843	7.81032960362	1
4256	China	lineage2	STREPTOMYCIN	SAMN01908842	18.938740556400003	1
4257	China	lineage2	STREPTOMYCIN	SAMN01908841	12.1602592815	1
4258	China	lineage2	STREPTOMYCIN	SAMN01908840	12.1602592815	1
4259	China	lineage2	STREPTOMYCIN	SAMN01908845	8.12517970343	1
4260	China	lineage2	STREPTOMYCIN	SAMN01908848	14.290653838399999	1
4261	China	lineage2	STREPTOMYCIN	SAMN01908762	18.9387405565	1
4262	China	lineage2	STREPTOMYCIN	SAMN01908760	14.4698309772	1
4263	China	lineage2	STREPTOMYCIN	SAMN01908767	14.4698309772	1
4264	China	lineage2	STREPTOMYCIN	SAMN01908765	18.9387405565	1
4265	China	lineage2	STREPTOMYCIN	SAMN01908769	20.0751490016	1
4266	China	lineage2	STREPTOMYCIN	SAMN01908878	16.540748009	1
4267	China	lineage2	STREPTOMYCIN	SAMN01908879	24.080537330300004	1
4268	China	lineage2	STREPTOMYCIN	SAMN01908876	13.0479733746	1
4269	China	lineage2	STREPTOMYCIN	SAMN01908875	11.6825585171	1
4270	China	lineage2	STREPTOMYCIN	SAMN01908872	14.4698309772	1
4271	China	lineage2	STREPTOMYCIN	SAMN01908873	11.6825585171	1
4272	China	lineage2	STREPTOMYCIN	SAMN01908868	19.7653135455	1
4273	China	lineage2	STREPTOMYCIN	SAMN01908861	11.6825585171	1
4274	China	lineage2	STREPTOMYCIN	SAMN01908860	19.7653135455	1
4275	China	lineage2	STREPTOMYCIN	SAMN01908863	11.6825585171	1
4276	China	lineage2	STREPTOMYCIN	SAMN01908865	12.1902927054	1
4277	China	lineage2	STREPTOMYCIN	SAMN01908867	11.6825585171	1
4278	China	lineage2	STREPTOMYCIN	SAMN01908780	14.107188866400001	1
4279	China	lineage2	STREPTOMYCIN	SAMN01908782	12.1902927054	1
4280	China	lineage2	STREPTOMYCIN	SAMN01908783	24.9597243065	1
4281	China	lineage2	STREPTOMYCIN	SAMN01908785	12.1902927055	1
4282	China	lineage2	STREPTOMYCIN	SAMN01908890	16.540748009	1
4283	China	lineage2	STREPTOMYCIN	SAMN01908891	6.54070188977	1
4284	China	lineage2	STREPTOMYCIN	SAMN01908893	11.6420810588	1
4285	China	lineage2	STREPTOMYCIN	SAMN01908815	12.9389623945	1
4286	China	lineage2	STREPTOMYCIN	SAMN01908777	23.2578201779	1
4287	China	lineage2	STREPTOMYCIN	SAMN01908776	19.765313545599998	1
4288	China	lineage2	STREPTOMYCIN	SAMN01908770	20.0751490016	1
4289	China	lineage2	STREPTOMYCIN	SAMN01908772	11.0998745732	1
4290	China	lineage2	STREPTOMYCIN	SAMN01908795	10.9278579389	1
4291	China	lineage2	STREPTOMYCIN	SAMN01908794	17.3724845898	1
4292	China	lineage2	STREPTOMYCIN	SAMN01908889	12.9389623945	1
4293	China	lineage2	STREPTOMYCIN	SAMN01908807	15.429624437000001	1
4294	China	lineage2	STREPTOMYCIN	SAMN01908805	9.5158082102	1
4295	China	lineage2	STREPTOMYCIN	SAMN01908804	12.7596360579	1
4296	China	lineage2	STREPTOMYCIN	SAMN01908803	16.540748009	1
4297	China	lineage2	STREPTOMYCIN	SAMN01908833	20.9598337518	1
4298	China	lineage2	STREPTOMYCIN	SAMN01908831	9.24824771104	1
4299	China	lineage2	STREPTOMYCIN	SAMN01908837	15.8567410478	1
4300	China	lineage2	STREPTOMYCIN	SAMN01908834	12.1602592815	1
4301	China	lineage2	STREPTOMYCIN	SAMN01908835	11.3904645348	1
4302	China	lineage2	STREPTOMYCIN	SAMN01908825	11.089801126400001	1
4303	China	lineage2	STREPTOMYCIN	SAMN01908821	24.080537330300004	1
4304	China	lineage2	STREPTOMYCIN	SAMN01908823	11.3904645348	1
4305	China	lineage2	STREPTOMYCIN	SAMN01908822	12.1423289844	1
4306	China	lineage2	STREPTOMYCIN	SAMN01908818	8.155777509810001	1
4307	China	lineage2	STREPTOMYCIN	SAMN01908828	17.684046061300002	1
4308	China	lineage2	STREPTOMYCIN	SAMN01908819	18.011800113	1
4309	China	lineage2	STREPTOMYCIN	SAMN01908744	15.3874857573	1
4310	China	lineage2	STREPTOMYCIN	SAMN01908746	18.780876876199997	1
4311	China	lineage2	STREPTOMYCIN	SAMN01908853	13.0479733746	1
4312	China	lineage2	STREPTOMYCIN	SAMN01908858	9.93938011512	1
4313	China	lineage2	STREPTOMYCIN	SAMN01908813	3.2266051855299995	1
4314	Malawi	lineage4	STREPTOMYCIN	SAMEA1485489	6.40004699079	1
4315	Malawi	lineage4	STREPTOMYCIN	SAMEA1485438	9.53872598136	1
4316	Malawi	lineage4	STREPTOMYCIN	SAMEA1530838	8.876896833239998	0
4317	Malawi	lineage4	STREPTOMYCIN	SAMEA1530930	9.53872598137	1
4318	Malawi	lineage4	STREPTOMYCIN	SAMEA1569357	9.53872598136	0
4319	Malawi	lineage4	STREPTOMYCIN	SAMEA1556540	5.568075362969999	0
4320	Malawi	lineage4	STREPTOMYCIN	SAMEA1556777	7.61736864347	0
4321	Malawi	lineage4	STREPTOMYCIN	SAMEA1530691	10.5896574104	0
4322	Malawi	lineage4	STREPTOMYCIN	SAMEA1556583	55.667093336499995	0
4323	Malawi	lineage4	STREPTOMYCIN	SAMEA1556846	12.2549814555	0
4324	Malawi	lineage4	STREPTOMYCIN	SAMEA1708273	7.195673176010001	0
4325	Malawi	lineage4	STREPTOMYCIN	SAMEA1530970	4.65664780477	0
4326	Malawi	lineage4	STREPTOMYCIN	SAMEA1556548	9.53872598137	1
4327	Malawi	lineage4	STREPTOMYCIN	SAMEA1556875	7.617368643480001	0
4328	Malawi	lineage4	STREPTOMYCIN	SAMEA1530810	10.5896574104	0
4329	Malawi	lineage4	STREPTOMYCIN	SAMEA1530657	14.541688256099999	0
4330	Malawi	lineage4	STREPTOMYCIN	SAMEA1530892	7.61736864347	0
4331	Sierra Leone	lineage6	ISONIAZID	SAMEA2533674	5.638149117309999	0
4332	Sierra Leone	lineage6	ISONIAZID	SAMEA2535059	6.846964338659999	1
4333	Sierra Leone	lineage6	ISONIAZID	SAMEA2533713	15.273179842000001	0
4348	Sierra Leone	lineage4	RIFAMPICIN/RIFABUTIN	SAMEA2534807	39.4228802821	1
4349	Sierra Leone	lineage4	RIFAMPICIN/RIFABUTIN	SAMEA2535215	3.6765143742900004	0
4350	Sierra Leone	lineage4	RIFAMPICIN/RIFABUTIN	SAMEA2533720	3.11704905379	1
4351	Sierra Leone	lineage4	RIFAMPICIN/RIFABUTIN	SAMEA2535012	3.6765143742900004	0
4352	Sierra Leone	lineage4	RIFAMPICIN/RIFABUTIN	SAMEA2533376	3.3448724081599996	1
4353	Sierra Leone	lineage4	RIFAMPICIN/RIFABUTIN	SAMEA2535225	9.886411263380001	0
4354	Sierra Leone	lineage4	RIFAMPICIN/RIFABUTIN	SAMEA2535046	15.547812596199998	1
4355	South Africa	lineage4	OTHER	SAMEA95419918	1.25743434049	1
4356	South Africa	lineage4	OTHER	SAMEA95537668	1.27518805074	1
4357	South Africa	lineage4	OTHER	SAMN02350427	1.03108683216	1
4358	South Africa	lineage4	OTHER	SAMN02350426	1.03108683216	1
4359	South Africa	lineage4	OTHER	SAMN02350429	0.853895389266	1
4360	South Africa	lineage4	OTHER	SAMN02350443	1.6091811009499999	1
4361	South Africa	lineage4	OTHER	SAMN02350440	0.8470092871179999	1
4362	South Africa	lineage4	OTHER	SAMN01925639	1.03108683216	1
4363	South Africa	lineage4	OTHER	SAMN02053755	14.3398892424	1
4364	South Africa	lineage4	OTHER	SAMN01925647	11.756054637	1
4365	South Africa	lineage4	OTHER	SAMN01925640	1.03108683216	1
4366	South Africa	lineage4	OTHER	SAMN02403625	7.6393821973	0
4367	South Africa	lineage4	OTHER	SAMN02053801	1.49142371873	0
4368	South Africa	lineage4	OTHER	SAMN02053766	1.03108683216	1
4369	South Africa	lineage4	OTHER	SAMN02350418	27.4506368792	1
4370	South Africa	lineage4	OTHER	SAMN01925663	1.0050155164	1
4371	South Africa	lineage4	OTHER	SAMN02350424	1.7322318334	1
4372	South Africa	lineage4	OTHER	SAMN05575041	12.666873046300001	1
4373	South Africa	lineage4	OTHER	SAMN02053781	1.3572201922299998	1
4374	South Africa	lineage4	OTHER	SAMN02053783	12.666873046300001	1
4375	South Africa	lineage4	OTHER	SAMN02350434	1.25294721765	1
4376	South Africa	lineage4	OTHER	SAMN02350431	0.853895389266	1
4377	South Africa	lineage4	OTHER	SAMN02350438	27.4506368792	1
4378	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95537668	1.80448482618	1
4379	South Africa	lineage4	AMINOGLYCOSIDE	SAMN03648898	6.790266116050001	0
4380	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95431918	1.31297781293	1
4381	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95486668	1.80448482618	1
4382	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95428918	7.61070519462	1
4383	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95489668	1.54970989963	1
4384	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95446168	3.7818539144099996	1
4385	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95441668	7.61070519462	1
4386	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95522668	7.61070519462	1
4387	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95414668	6.503900837030001	1
4388	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95438668	6.503900837030001	1
4389	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95518918	8.31201077924	1
4390	Uzbekistan	lineage4	PYRAZINAMIDE	SAMEA2533704	12.343387037000001	1
4391	Uzbekistan	lineage4	PYRAZINAMIDE	SAMEA2533870	1.44167339239	1
4392	Uzbekistan	lineage4	PYRAZINAMIDE	SAMEA2533723	1.0359613206799998	1
4393	Uzbekistan	lineage4	PYRAZINAMIDE	SAMEA2534690	1.3751405304	1
4394	Uzbekistan	lineage4	PYRAZINAMIDE	SAMEA2534268	1.3108391258499998	1
4395	Uzbekistan	lineage4	PYRAZINAMIDE	SAMEA2534290	18.2158074901	1
4396	Uzbekistan	lineage4	PYRAZINAMIDE	SAMEA2534052	14.665244135	1
4397	Uzbekistan	lineage4	PYRAZINAMIDE	SAMEA2534564	8.04482304273	1
4398	South Africa	lineage4	ISONIAZID	SAMN03648882	15.645093134100001	0
4399	South Africa	lineage4	ISONIAZID	SAMN03648948	1.8197999265	0
4400	South Africa	lineage4	ISONIAZID	SAMEA95419918	15.855024596500002	1
4401	South Africa	lineage4	ISONIAZID	SAMEA95431918	15.855024596500002	1
4402	South Africa	lineage4	ISONIAZID	SAMN03648615	1.8197999265	0
4403	South Africa	lineage4	ISONIAZID	SAMN02403568	2.94743462874	1
4404	South Africa	lineage4	ISONIAZID	SAMN02403567	2.94743462874	1
4405	South Africa	lineage4	ISONIAZID	SAMN02403562	5.58190268206	1
4406	South Africa	lineage4	ISONIAZID	SAMEA95441668	6.49409969037	1
4407	South Africa	lineage4	ISONIAZID	SAMN02586027	7.59988649977	1
4408	South Africa	lineage4	ISONIAZID	SAMN03648729	55.088395749499995	1
4409	South Africa	lineage4	ISONIAZID	SAMN02053755	7.281382355369999	1
4410	South Africa	lineage4	ISONIAZID	SAMN02053754	10.1695649532	1
4411	South Africa	lineage4	ISONIAZID	SAMN02403595	10.1695649532	1
4412	South Africa	lineage4	ISONIAZID	SAMN02403597	10.1695649532	1
4413	South Africa	lineage4	ISONIAZID	SAMN02403598	15.8855269337	1
4414	South Africa	lineage4	ISONIAZID	SAMN02403599	15.8855269337	1
4415	South Africa	lineage4	ISONIAZID	SAMN02586054	5.58190268206	1
4416	South Africa	lineage4	ISONIAZID	SAMEA95486668	15.855024596500002	1
4417	South Africa	lineage4	ISONIAZID	SAMN02586059	2.94743462874	1
4418	South Africa	lineage4	ISONIAZID	SAMEA95428918	6.49409969038	1
4419	South Africa	lineage4	ISONIAZID	SAMN02350490	5.58190268206	1
4420	South Africa	lineage4	ISONIAZID	SAMN02403622	15.8855269337	1
4421	South Africa	lineage4	ISONIAZID	SAMN03648766	6.66715004418	0
4422	South Africa	lineage4	ISONIAZID	SAMN01925657	1.6623590539700002	1
4423	South Africa	lineage4	ISONIAZID	SAMN01925651	2.94743462874	1
4424	South Africa	lineage4	ISONIAZID	SAMN05575041	55.088395749499995	1
4425	South Africa	lineage4	ISONIAZID	SAMN02403551	5.58190268206	1
4426	South Africa	lineage4	ISONIAZID	SAMN02403552	5.58190268206	1
4427	South Africa	lineage4	ISONIAZID	SAMEA95518918	6.13938477884	1
4428	South Africa	lineage4	ISONIAZID	SAMEA95446168	15.855024596600002	1
4429	South Africa	lineage4	ISONIAZID	SAMEA95438668	7.78272131599	1
4430	South Africa	lineage4	ISONIAZID	SAMN03649022	10.2377859675	1
4431	South Africa	lineage4	ISONIAZID	SAMN02350420	1.6623590539700002	1
4432	South Africa	lineage4	ISONIAZID	SAMN03649000	17.754264199999998	1
4433	South Africa	lineage4	ISONIAZID	SAMN02350424	7.59988649977	1
4434	South Africa	lineage4	ISONIAZID	SAMN02350427	2.94743462874	1
4435	South Africa	lineage4	ISONIAZID	SAMN02350426	2.94743462874	1
4436	South Africa	lineage4	ISONIAZID	SAMN03648897	25.2517160758	0
4437	South Africa	lineage4	ISONIAZID	SAMN03648821	55.088395749499995	1
4438	South Africa	lineage4	ISONIAZID	SAMN02403584	10.1695649532	1
4439	South Africa	lineage4	ISONIAZID	SAMN02585972	55.088395749499995	1
4440	South Africa	lineage4	ISONIAZID	SAMN02053763	10.1695649532	1
4441	South Africa	lineage4	ISONIAZID	SAMN02403581	7.28138235536	1
4442	South Africa	lineage4	ISONIAZID	SAMN02403580	7.28138235536	1
4443	South Africa	lineage4	ISONIAZID	SAMN02403586	5.58190268206	1
4444	South Africa	lineage4	ISONIAZID	SAMN02053764	10.2377859675	1
4445	South Africa	lineage4	ISONIAZID	SAMN02053765	7.59988649977	1
4446	South Africa	lineage4	ISONIAZID	SAMN02053768	0.680756793205	1
4447	South Africa	lineage4	ISONIAZID	SAMN02586100	4.3346472043	1
4448	South Africa	lineage4	ISONIAZID	SAMN03648990	6.92332284782	0
4449	South Africa	lineage4	ISONIAZID	SAMN02350487	17.8202758109	0
4450	South Africa	lineage4	ISONIAZID	SAMN02350484	5.58190268206	1
4451	South Africa	lineage4	ISONIAZID	SAMN02350489	5.581902682050001	1
4452	South Africa	lineage4	ISONIAZID	SAMN02350418	15.8855269337	1
4453	South Africa	lineage4	ISONIAZID	SAMN01925663	2.94743462874	1
4454	South Africa	lineage4	ISONIAZID	SAMEA95533918	15.855024596500002	0
4455	South Africa	lineage4	ISONIAZID	SAMN03648900	12.012653137000001	0
4456	South Africa	lineage4	ISONIAZID	SAMN05575078	4.53096542184	1
4457	South Africa	lineage4	ISONIAZID	SAMEA95489668	15.855024596500002	1
4458	South Africa	lineage4	ISONIAZID	SAMN02403609	6.66715004418	1
4459	South Africa	lineage4	ISONIAZID	SAMN02403544	5.58190268206	1
4460	South Africa	lineage4	ISONIAZID	SAMN02403543	5.58190268206	1
4461	South Africa	lineage4	ISONIAZID	SAMN02403542	7.59988649977	1
4462	South Africa	lineage4	ISONIAZID	SAMN02403549	2.94743462874	1
4463	South Africa	lineage4	ISONIAZID	SAMN02350443	5.581902682050001	1
4464	South Africa	lineage4	ISONIAZID	SAMN02350440	1.6623590539700002	1
4465	South Africa	lineage4	ISONIAZID	SAMN02586070	2.94743462874	1
4466	South Africa	lineage4	ISONIAZID	SAMN02586075	0.8928318564669999	1
4467	South Africa	lineage4	ISONIAZID	SAMN02403601	7.3502663111899995	1
4468	South Africa	lineage4	ISONIAZID	SAMN02403602	9.692650282619999	1
4469	South Africa	lineage4	ISONIAZID	SAMN02403603	9.692650282619999	1
4470	South Africa	lineage4	ISONIAZID	SAMN02403604	3.0382074347500003	1
4471	South Africa	lineage4	ISONIAZID	SAMN02403605	3.0382074347500003	1
4472	South Africa	lineage4	ISONIAZID	SAMN03648740	8.57955301168	0
4473	South Africa	lineage4	ISONIAZID	SAMN03649045	4.542106399280001	0
4474	South Africa	lineage4	ISONIAZID	SAMN03648933	6.53863933367	0
4475	South Africa	lineage4	ISONIAZID	SAMN03648937	2.28166991882	1
4476	South Africa	lineage4	ISONIAZID	SAMN03648553	3.77628033774	0
4477	South Africa	lineage4	ISONIAZID	SAMN02403504	2.94743462874	1
4478	South Africa	lineage4	ISONIAZID	SAMN02586069	2.94743462874	1
4479	South Africa	lineage4	ISONIAZID	SAMN03648844	5.832943814889999	1
4480	South Africa	lineage4	ISONIAZID	SAMN03648845	14.3943918235	1
4481	South Africa	lineage4	ISONIAZID	SAMN02586003	8.11098900171	1
4482	South Africa	lineage4	ISONIAZID	SAMN02403592	10.1695649532	1
4483	South Africa	lineage4	ISONIAZID	SAMN02403593	10.1695649532	1
4484	South Africa	lineage4	ISONIAZID	SAMN02053778	7.59988649977	1
4485	South Africa	lineage4	ISONIAZID	SAMN02053770	5.684139206039999	0
4486	South Africa	lineage4	ISONIAZID	SAMEA95421418	15.855024596500002	1
4487	South Africa	lineage4	ISONIAZID	SAMEA95522668	6.49409969038	1
4488	South Africa	lineage4	ISONIAZID	SAMN02053783	55.088395749499995	1
4489	South Africa	lineage4	ISONIAZID	SAMEA95537668	15.855024596500002	1
4490	South Africa	lineage4	ISONIAZID	SAMN03648607	55.088395749499995	1
4491	South Africa	lineage4	ISONIAZID	SAMN02403570	5.03654394853	1
4492	South Africa	lineage4	ISONIAZID	SAMEA95414668	7.78272131599	1
4493	South Africa	lineage4	ISONIAZID	SAMN02350476	6.49409969037	0
4494	South Africa	lineage4	ISONIAZID	SAMN01925647	12.7619902424	1
4495	South Africa	lineage4	ISONIAZID	SAMN02053803	2.94743462874	1
4496	South Africa	lineage4	ISONIAZID	SAMN03648927	3.77628033774	0
4497	South Africa	lineage4	ISONIAZID	SAMN02403537	5.54156026217	1
4498	South Africa	lineage4	ISONIAZID	SAMN03648854	12.012653137000001	0
4499	South Africa	lineage4	ISONIAZID	SAMN02350463	10.1695649532	0
4500	South Africa	lineage4	ISONIAZID	SAMN03648558	7.852346265560001	0
4501	South Africa	lineage4	ISONIAZID	SAMN03648554	9.69265028261	1
4502	South Africa	lineage4	ISONIAZID	SAMN03648589	3.6182474678800003	0
4503	South Africa	lineage4	ISONIAZID	SAMN02403495	7.28138235536	1
4504	South Africa	lineage4	ISONIAZID	SAMN02053793	6.33769641029	0
4505	South Africa	lineage4	ISONIAZID	SAMN02053797	5.581902682050001	1
4506	South Africa	lineage4	ISONIAZID	SAMN02586011	2.94743462874	1
4507	South Africa	lineage4	ISONIAZID	SAMN02350438	15.8855269337	1
4508	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95431918	1.34546674146	1
4509	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95441668	5.2956228460100006	1
4510	South Africa	lineage4	AMINOGLYCOSIDE	SAMN02053754	1.1858816548	1
4511	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95428918	5.29562284602	1
4512	South Africa	lineage4	AMINOGLYCOSIDE	SAMN02403625	2.31121512529	0
4513	South Africa	lineage4	AMINOGLYCOSIDE	SAMN03648762	2.2355547554900004	0
4514	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95446168	3.96005254876	1
4515	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95438668	6.62198023742	1
4516	South Africa	lineage4	AMINOGLYCOSIDE	SAMN02350427	0.9679066764830001	1
4517	South Africa	lineage4	AMINOGLYCOSIDE	SAMN02350426	0.9679066764830001	1
4518	South Africa	lineage4	AMINOGLYCOSIDE	SAMN02350429	0.681062158603	1
4519	South Africa	lineage4	AMINOGLYCOSIDE	SAMN02053766	0.932030549137	1
4520	South Africa	lineage4	AMINOGLYCOSIDE	SAMN01925660	1.01041845834	1
4521	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95489668	1.7756399734400001	1
4522	South Africa	lineage4	AMINOGLYCOSIDE	SAMN02350440	0.632149546148	1
4523	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95421418	1.1019658425499999	1
4524	South Africa	lineage4	AMINOGLYCOSIDE	SAMEA95522668	5.29562284602	1
